"","X1","X2","X3","g","y"
"1",0.801841633616899,-1.29235087111285,0.986046786924023,1,1.21476187566885
"2",-1.68932071490436,-1.27419545139196,0.357640548313247,1,0.871775161774557
"3",1.87257634583393,-0.236302503675001,-0.331716087022774,1,-0.152642295758978
"4",1.65262308195296,1.26413544688076,0.585421610671726,1,1.57557306103023
"5",-0.110110116934447,2.30818195970568,0.0900680738498475,1,2.52423512322365
"6",0.757508274184255,1.30276738479213,-0.690161782262887,1,2.23240199823023
"7",-0.340307219989808,1.15829597796244,0.661022265208343,1,1.49449502106202
"8",-0.318389618229341,-0.260408186260478,-0.628012998611402,1,1.06591262472159
"9",-0.81194093211207,2.75936057271058,-0.481240988226524,1,1.75361598038952
"10",-0.412181962657516,0.928989862958275,0.349429028375577,1,2.22573576784811
"11",-0.591681121071945,1.84239581331928,1.05377627376396,1,1.78292207968095
"12",1.12128731777537,0.515166644022657,0.39415075335618,1,0.637082609450578
"13",-1.53315156805858,-0.378396217806856,0.15908197334925,1,-0.681650295893986
"14",-0.641793629597871,-0.233640224367972,0.819477000958917,1,1.03506778335529
"15",0.916768144482225,-0.255139506466978,-0.352775513137312,1,0.425522637632514
"16",0.0700701148081299,1.194844477171,1.26762771041281,1,0.00821433431460128
"17",-0.906156963511823,-0.288146095190811,-0.489524485029401,1,0.470346363558908
"18",-0.511433975632627,1.83613957012315,0.635837127164648,1,1.31404624502815
"19",1.22749461574079,0.795777291600139,-0.246275817282138,1,1.82335254385009
"20",-2.0200518877248,-0.976882905524816,0.303117859588569,1,1.05597730768867
"21",-1.13066126479297,1.16931174006049,-0.755865137025658,1,1.89912499774801
"22",0.729368626582192,0.444867016852032,0.749367083685025,1,0.895820756886276
"23",1.62357566070145,-1.08379029741013,0.117069453810034,1,0.72317752990659
"24",0.723927670314422,-0.0516685496609132,1.0313049923826,1,0.0945538108861476
"25",0.910996652777782,0.10724511812707,-2.440450531312,1,1.17295590599261
"26",-0.976582663363618,0.597393547186932,-0.624178667670266,1,0.614527883718258
"27",1.23085867721087,-0.114881053903831,0.547031099020227,1,-0.703670710251897
"28",-1.50706830726942,-0.667685728421265,2.41523087007675,1,1.14934094831362
"29",0.370355233647853,-0.835473928227943,-0.899094905979502,1,1.58142184161233
"30",0.838142909862075,0.990934177900475,1.21986463793102,1,0.498413576988943
"31",1.29283964552299,0.262490273632493,0.258278820402213,1,-0.212175141613359
"32",1.33129590159704,-0.0968386799283636,0.731835443306877,1,0.941428156580419
"33",0.263206851307192,1.78090623132029,0.390722178127139,1,1.40655038507507
"34",1.2390527265973,1.91444576269128,0.057981247594382,1,1.72495152372078
"35",0.899864917890173,0.787466849398233,-1.14859174038314,1,2.2177754472893
"36",-0.327866953035881,1.28528693164255,0.0161662334854611,1,1.13442346352426
